definition,class,root,success,ambiguous_forms,notes
he/she is leading it by a leash,oh-al,awelihsinv,True,,
he/she is leading it by a leash,oh-al,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,oh-al,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,oh-al,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,oh-al,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,oh-al,elihsinv,True,,
he/she is leading it by a leash,oh-al,elihsinv,True,,
he/she is leading it by a leash,oh-al,elihsinv,True,,
he/she is leading it by a leash,oh-al,elihsinv,True,,
he/she is leading it by a leash,oh-al,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,oh-al,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,oh-al,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,oh-al,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,oh-al,elihsinv,True,,
he/she is leading it by a leash,oh-al,elihsinv,True,,
he/she is leading it by a leash,oh-al,elihsinv,True,,
he/she is leading it by a leash,oh-al,elihsinv,True,,
he/she is leading it by a leash,oh-al,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,oh-al,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,oh-al,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,oh-al,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,oh-al,welihsinv,True,,
he/she is leading it by a leash,oh-al,welihsinv,True,,
he/she is leading it by a leash,oh-al,welihsinv,True,,
he/she is leading it by a leash,oh-al,welihsinv,True,,
he/she is leading it by a leash,oh-al,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,oh-al,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,oh-al,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,oh-al,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,oh-al,welihsinv,True,,
he/she is leading it by a leash,oh-al,welihsinv,True,,
he/she is leading it by a leash,oh-al,welihsinv,True,,
he/she is leading it by a leash,oh-al,welihsinv,True,,
he/she is leading it by a leash,oh-al,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,oh-al,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,oh-al,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,oh-al,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,'welihsinv,True,,
he/she is leading it by a leash,sg-h,'welihsinv,True,,
he/she is leading it by a leash,sg-h,'welihsinv,True,,
he/she is leading it by a leash,sg-h,'welihsinv,True,,
he/she is leading it by a leash,sg-h,'welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,'welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,'welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,'welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,'welihsinv,True,,
he/she is leading it by a leash,sg-h,'welihsinv,True,,
he/she is leading it by a leash,sg-h,'welihsinv,True,,
he/she is leading it by a leash,sg-h,'welihsinv,True,,
he/she is leading it by a leash,sg-h,'welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,'welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,'welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,'welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,awelihsinv,True,,
he/she is leading it by a leash,sg-h,awelihsinv,True,,
he/she is leading it by a leash,sg-h,awelihsinv,True,,
he/she is leading it by a leash,sg-h,awelihsinv,True,,
he/she is leading it by a leash,sg-h,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,awelihsinv,True,,
he/she is leading it by a leash,sg-h,awelihsinv,True,,
he/she is leading it by a leash,sg-h,awelihsinv,True,,
he/she is leading it by a leash,sg-h,awelihsinv,True,,
he/she is leading it by a leash,sg-h,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,elihsinv,True,,
he/she is leading it by a leash,sg-h,elihsinv,True,,
he/she is leading it by a leash,sg-h,elihsinv,True,,
he/she is leading it by a leash,sg-h,elihsinv,True,,
he/she is leading it by a leash,sg-h,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,elihsinv,True,,
he/she is leading it by a leash,sg-h,elihsinv,True,,
he/she is leading it by a leash,sg-h,elihsinv,True,,
he/she is leading it by a leash,sg-h,elihsinv,True,,
he/she is leading it by a leash,sg-h,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,welihsinv,True,,
he/she is leading it by a leash,sg-h,welihsinv,True,,
he/she is leading it by a leash,sg-h,welihsinv,True,,
he/she is leading it by a leash,sg-h,welihsinv,True,,
he/she is leading it by a leash,sg-h,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,welihsinv,True,,
he/she is leading it by a leash,sg-h,welihsinv,True,,
he/she is leading it by a leash,sg-h,welihsinv,True,,
he/she is leading it by a leash,sg-h,welihsinv,True,,
he/she is leading it by a leash,sg-h,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-h,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,'welihsinv,True,,
he/she is leading it by a leash,sg-s-hst,'welihsinv,True,,
he/she is leading it by a leash,sg-s-hst,'welihsinv,True,,
he/she is leading it by a leash,sg-s-hst,'welihsinv,True,,
he/she is leading it by a leash,sg-s-hst,'welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,'welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,'welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,'welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,'welihsinv,True,,
he/she is leading it by a leash,sg-s-hst,'welihsinv,True,,
he/she is leading it by a leash,sg-s-hst,'welihsinv,True,,
he/she is leading it by a leash,sg-s-hst,'welihsinv,True,,
he/she is leading it by a leash,sg-s-hst,'welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,'welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,'welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,'welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,awelihsinv,True,,
he/she is leading it by a leash,sg-s-hst,awelihsinv,True,,
he/she is leading it by a leash,sg-s-hst,awelihsinv,True,,
he/she is leading it by a leash,sg-s-hst,awelihsinv,True,,
he/she is leading it by a leash,sg-s-hst,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,awelihsinv,True,,
he/she is leading it by a leash,sg-s-hst,awelihsinv,True,,
he/she is leading it by a leash,sg-s-hst,awelihsinv,True,,
he/she is leading it by a leash,sg-s-hst,awelihsinv,True,,
he/she is leading it by a leash,sg-s-hst,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,awelihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,elihsinv,True,,
he/she is leading it by a leash,sg-s-hst,elihsinv,True,,
he/she is leading it by a leash,sg-s-hst,elihsinv,True,,
he/she is leading it by a leash,sg-s-hst,elihsinv,True,,
he/she is leading it by a leash,sg-s-hst,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,elihsinv,True,,
he/she is leading it by a leash,sg-s-hst,elihsinv,True,,
he/she is leading it by a leash,sg-s-hst,elihsinv,True,,
he/she is leading it by a leash,sg-s-hst,elihsinv,True,,
he/she is leading it by a leash,sg-s-hst,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,elihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,welihsinv,True,,
he/she is leading it by a leash,sg-s-hst,welihsinv,True,,
he/she is leading it by a leash,sg-s-hst,welihsinv,True,,
he/she is leading it by a leash,sg-s-hst,welihsinv,True,,
he/she is leading it by a leash,sg-s-hst,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,welihsinv,True,,
he/she is leading it by a leash,sg-s-hst,welihsinv,True,,
he/she is leading it by a leash,sg-s-hst,welihsinv,True,,
he/she is leading it by a leash,sg-s-hst,welihsinv,True,,
he/she is leading it by a leash,sg-s-hst,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,sg-s-hst,welihsinv,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,stative,elihsineh,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,stative,elihsineh,False,present;present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,stative-eh,elihsin,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,stative-eh,elihsin,False,present;present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,stative-h,elihsine,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,stative-h,elihsine,False,present;present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,'welihsin,True,,
he/she is leading it by a leash,v-vhs,'welihsin,True,,
he/she is leading it by a leash,v-vhs,'welihsin,True,,
he/she is leading it by a leash,v-vhs,'welihsin,True,,
he/she is leading it by a leash,v-vhs,'welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,'welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,'welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,'welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,'welihsin,True,,
he/she is leading it by a leash,v-vhs,'welihsin,True,,
he/she is leading it by a leash,v-vhs,'welihsin,True,,
he/she is leading it by a leash,v-vhs,'welihsin,True,,
he/she is leading it by a leash,v-vhs,'welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,'welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,'welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,'welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,awelihsin,True,,
he/she is leading it by a leash,v-vhs,awelihsin,True,,
he/she is leading it by a leash,v-vhs,awelihsin,True,,
he/she is leading it by a leash,v-vhs,awelihsin,True,,
he/she is leading it by a leash,v-vhs,awelihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,awelihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,awelihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,awelihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,awelihsin,True,,
he/she is leading it by a leash,v-vhs,awelihsin,True,,
he/she is leading it by a leash,v-vhs,awelihsin,True,,
he/she is leading it by a leash,v-vhs,awelihsin,True,,
he/she is leading it by a leash,v-vhs,awelihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,awelihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,awelihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,awelihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,elihsin,True,,
he/she is leading it by a leash,v-vhs,elihsin,True,,
he/she is leading it by a leash,v-vhs,elihsin,True,,
he/she is leading it by a leash,v-vhs,elihsin,True,,
he/she is leading it by a leash,v-vhs,elihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,elihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,elihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,elihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,elihsin,True,,
he/she is leading it by a leash,v-vhs,elihsin,True,,
he/she is leading it by a leash,v-vhs,elihsin,True,,
he/she is leading it by a leash,v-vhs,elihsin,True,,
he/she is leading it by a leash,v-vhs,elihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,elihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,elihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,elihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,welihsin,True,,
he/she is leading it by a leash,v-vhs,welihsin,True,,
he/she is leading it by a leash,v-vhs,welihsin,True,,
he/she is leading it by a leash,v-vhs,welihsin,True,,
he/she is leading it by a leash,v-vhs,welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,welihsin,True,,
he/she is leading it by a leash,v-vhs,welihsin,True,,
he/she is leading it by a leash,v-vhs,welihsin,True,,
he/she is leading it by a leash,v-vhs,welihsin,True,,
he/she is leading it by a leash,v-vhs,welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,v-vhs,welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],'welihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],'welihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],'welihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],'welihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],'welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],'welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],'welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],'welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],'welihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],'welihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],'welihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],'welihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],'welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],'welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],'welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],'welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],awelihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],awelihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],awelihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],awelihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],awelihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],awelihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],awelihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],awelihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],awelihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],awelihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],awelihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],awelihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],awelihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],awelihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],awelihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],awelihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],elihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],elihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],elihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],elihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],elihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],elihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],elihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],elihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],elihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],elihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],elihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],elihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],elihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],elihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],elihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],elihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],welihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],welihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],welihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],welihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],welihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],welihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],welihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],welihsin,True,,
he/she is leading it by a leash,vnh-vsk[inf4],welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading it by a leash,vnh-vsk[inf4],welihsin,True,infinitive,Ambiguity implies lossy rule reversal
he/she is leading him/her by the hand,eg-vs,oh,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is leading him/her by the hand,eg-vs,ohin,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is leading him/her by the hand,eg-vs[pres2],ohinek,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is agreeing with him/her,eh-el,ohiyhtan,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is agreeing with him/her,eh-el[imp2],ohiyhtan,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is recognizing him/her,hg-hts,ol,True,present;present_1sg;imperative,Ambiguity implies lossy rule reversal
he/she understands it,hg-hts,ol,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is getting full,sg-s-hi-hihst,olhv,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is getting full,sg-s-hst,olhv,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is getting full,sg-s-hst[imp2],olhv,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is making it,vnh-vsk,olh,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is making it,vnh-vsk[inf3],olh,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is making it fall (refers to a round‚ long object),ih-ohd,ohonht,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is making it fall (refers to a round‚ long object),ih-ohd[perf3],ohonht,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is making it fall (refers to a round‚ long object),ih-ohd[pres2-perf3],ohonhtih,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is making it fall (refers to a round‚ long object),ih-ohd[pres2],ohonhtih,False,present;present_1sg,Ambiguity implies lossy rule reversal
it’s falling (refers to a round‚ long object),sg-s-hi-hihst,oho,True,present;present_1sg,Ambiguity implies lossy rule reversal
it’s falling (refers to a round‚ long object),sg-s-hst,oho,False,present;present_1sg,Ambiguity implies lossy rule reversal
it’s falling (refers to a round‚ long object),sg-s-hst[imp2],oho,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is writing it,i-vka,owhel,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is pulling a trigger,rev-e,otsan,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is batting it,ih-il,ohst,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is batting it,ih-il,ohstvn,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is saying to him/her,eh-el,ohs,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is saying to him/her,eh-el[imp2],ohs,True,present;present_1sg,Ambiguity implies lossy rule reversal
it’s swelling,sg-s-hi-hihst,othi,True,present;present_1sg,Ambiguity implies lossy rule reversal
it’s swelling,sg-s-hst,othi,False,present;present_1sg,Ambiguity implies lossy rule reversal
it’s swelling,sg-s-hst[imp2],othi,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is building a fire,hvsg-han,ot,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is unhitching him/her,rev-e,utal,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is hitching him/her up,vsk,utal,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is hitching him/her up,vsk[imp2],utal,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is putting a handle on a tool,hvsg-han,uhal,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is washing it,o,uh,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is washing it,o,uhil,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is accusing him/her,ih-ohd,uhihst,True,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is accusing him/her,ih-ohd[perf3],uhihst,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is accusing him/her,ih-ohd[pres2-perf3],uhihstih,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is accusing him/her,ih-ohd[pres2],uhihstih,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is covering it,vsk,ulh,False,present;present_1sg,Ambiguity implies lossy rule reversal
he/she is covering it,vsk[imp2],ulh,True,present;present_1sg,Ambiguity implies lossy rule reversal
