Id,Deck,SequenceOrder,EntryNo,WordIndex,TotalWords,English,FrontSyllabary,FrontPhonetics,TargetWordSyllabary,TargetWordPhonetics,BackSyllabary,BackPhonetics,Audio,Tags
cloze_1055.1_s1_w5,Cherokee Cloze Sentences,3789,1055.1,5,7,They are looking for something‚ but I don’t know what it is.,ᎪᎱᏍᏗ ᎤᏂᏲ ᎠᏎᏅ Ꮭ <span class='cloze-blank'>______</span> ᎢᏳᏍᏗ ᎨᏒᎢ.,gohusdi nihyo asehnv hla <span class='cloze-blank'>______</span> iyusdi gesv’i,ᏯᏆᏅᏔ,yagwanhta,ᎪᎱᏍᏗ ᎤᏂᏲ ᎠᏎᏅ Ꮭ <span class='cloze-target'>ᏯᏆᏅᏔ</span> ᎢᏳᏍᏗ ᎨᏒᎢ.,gohusdi nihyo asehnv hla <span class='cloze-target'>yagwanhta</span> iyusdi gesv’i,[sound:Sentence_for_entry_1055.m4a],cloze sentence entry_1055
cloze_1763.1_s1_w5,Cherokee Cloze Sentences,3790,1763.1,5,6,What do you use to take fish scales off?,ᎦᏙ ᎤᏍᏗ ᎲᏗᏍᎪ ᏅᏅᏕᏍᎬ <span class='cloze-blank'>______</span> ᎤᏩᏥᏍᎦᏢᎢ?,gado usdi hvhdisgo hnvnhdesgv <span class='cloze-blank'>______</span> uwajisgahlv’i,ᎠᏣᏗ,ajadi,ᎦᏙ ᎤᏍᏗ ᎲᏗᏍᎪ ᏅᏅᏕᏍᎬ <span class='cloze-target'>ᎠᏣᏗ</span> ᎤᏩᏥᏍᎦᏢᎢ?,gado usdi hvhdisgo hnvnhdesgv <span class='cloze-target'>ajadi</span> uwajisgahlv’i,[sound:Sentence_for_entry_1763.m4a],cloze sentence entry_1763
cloze_255.1_s1_w2,Cherokee Cloze Sentences,3791,255.1,2,3,He threw coal into the fire.,ᎠᏥᎸᎯ <span class='cloze-blank'>______</span> ᏥᏃᏍᎦ.,ajilvhi <span class='cloze-blank'>______</span> chinosga,ᏭᏗᏅᏒ,wudinvsv,ᎠᏥᎸᎯ <span class='cloze-target'>ᏭᏗᏅᏒ</span> ᏥᏃᏍᎦ.,ajilvhi <span class='cloze-target'>wudinvsv</span> chinosga,[sound:Sentence_for_entry_0255.m4a],cloze sentence entry_255
cloze_1773.1_s1_w2,Cherokee Cloze Sentences,3792,1773.1,2,4,His hands became numb when they became cold.,ᏧᏩᏒᎯ <span class='cloze-blank'>______</span> ᏧᏬᏰᏂ ᏚᏴᏜᏕᎳ.,juwasvhi <span class='cloze-blank'>______</span> juwoyeni duhyvdladela,ᏂᏚᎵᏍᏔᏅ,nidulstanv,ᏧᏩᏒᎯ <span class='cloze-target'>ᏂᏚᎵᏍᏔᏅ</span> ᏧᏬᏰᏂ ᏚᏴᏜᏕᎳ.,juwasvhi <span class='cloze-target'>nidulstanv</span> juwoyeni duhyvdladela,[sound:Sentence_for_entry_1773.m4a],cloze sentence entry_1773
cloze_290.1_s1_w2,Cherokee Cloze Sentences,3793,290.1,2,3,Wait for me. I’ll be right back.,ᏍᎩᎦᏘᏰᏍᏗ. <span class='cloze-blank'>______</span> ᏛᏥᎷᏥ.,sgiktiyesdi <span class='cloze-blank'>______</span> dvjiluhji,ᎩᎳᏊ,kilagwu,ᏍᎩᎦᏘᏰᏍᏗ. <span class='cloze-target'>ᎩᎳᏊ</span> ᏛᏥᎷᏥ.,sgiktiyesdi <span class='cloze-target'>kilagwu</span> dvjiluhji,[sound:Sentence_for_entry_0290.m4a],cloze sentence entry_290
cloze_1741.1_s1_w4,Cherokee Cloze Sentences,3794,1741.1,4,4,Her hair is always clean.,ᏂᎪᎯᎸ ᎤᏓᏅᎦᎸᏓ ᎨᏐ <span class='cloze-blank'>______</span>.,nigohilv udanvgalvda geso <span class='cloze-blank'>______</span>,ᎤᏍᏘᎬᎢ,ustihgv’i,ᏂᎪᎯᎸ ᎤᏓᏅᎦᎸᏓ ᎨᏐ <span class='cloze-target'>ᎤᏍᏘᎬᎢ</span>.,nigohilv udanvgalvda geso <span class='cloze-target'>ustihgv’i</span>,[sound:Sentence_for_entry_1741.m4a],cloze sentence entry_1741
cloze_596.1_s1_w1,Cherokee Cloze Sentences,3795,596.1,1,3,He’s recuperating in a hospital.,<span class='cloze-blank'>______</span> ᏩᏯᎥ ᏓᎴᎯᏏᎭ.,<span class='cloze-blank'>______</span> waya’a dalehisiha,ᏧᏂᏢᎩ,junidlvgi,<span class='cloze-target'>ᏧᏂᏢᎩ</span> ᏩᏯᎥ ᏓᎴᎯᏏᎭ.,<span class='cloze-target'>junidlvgi</span> waya’a dalehisiha,[sound:Sentence_for_entry_0596.m4a],cloze sentence entry_596
cloze_1581.1_s1_w4,Cherokee Cloze Sentences,3796,1581.1,4,4,The song is on the second page.,ᏔᎵᏁ ᎤᎦᏅᏓᏛ ᎪᏪᎳ <span class='cloze-blank'>______</span>.,taline uganhda’dv gohwela <span class='cloze-blank'>______</span>,ᎧᏃᎩᏍᏗ,kanogisdi,ᏔᎵᏁ ᎤᎦᏅᏓᏛ ᎪᏪᎳ <span class='cloze-target'>ᎧᏃᎩᏍᏗ</span>.,taline uganhda’dv gohwela <span class='cloze-target'>kanogisdi</span>,[sound:Sentence_for_entry_1581.m4a],cloze sentence entry_1581
cloze_1152.1_s1_w3,Cherokee Cloze Sentences,3797,1152.1,3,4,What are you going to use those boards for?,ᎦᏙ ᏙᏛᏔᏂ <span class='cloze-blank'>______</span> ᏗᏯᏖᎾ?,gado dotvhtani <span class='cloze-blank'>______</span> dihyahtena,Ꮎ,na,ᎦᏙ ᏙᏛᏔᏂ <span class='cloze-target'>Ꮎ</span> ᏗᏯᏖᎾ?,gado dotvhtani <span class='cloze-target'>na</span> dihyahtena,[sound:Sentence_for_entry_1152.m4a],cloze sentence entry_1152
cloze_1400.1_s1_w4,Cherokee Cloze Sentences,3798,1400.1,4,7,Oklahoma means ’red man’ in the Choctaw language.,ᎣᎦᎳᎰᎹ ᏥᎩ ’ᎩᎦᎨ <span class='cloze-blank'>______</span> ᎠᏗᎭ ᎠᏂᏣᏓ ᎤᏂᏬᏂᎯᏍᏗ.,oklahoma jigi gigage <span class='cloze-blank'>______</span> adiha anijahda uniwonihisdi,ᎠᏍᎦᏯ’,asgaya,ᎣᎦᎳᎰᎹ ᏥᎩ ’ᎩᎦᎨ <span class='cloze-target'>ᎠᏍᎦᏯ’</span> ᎠᏗᎭ ᎠᏂᏣᏓ ᎤᏂᏬᏂᎯᏍᏗ.,oklahoma jigi gigage <span class='cloze-target'>asgaya</span> adiha anijahda uniwonihisdi,[sound:Sentence_for_entry_1400.m4a],cloze sentence entry_1400
cloze_908.1_s1_w2,Cherokee Cloze Sentences,3799,908.1,2,3,He has a dangerous job.,ᎦᏂᏰᎦ <span class='cloze-blank'>______</span> ᎤᎭ.,ganiyega <span class='cloze-blank'>______</span> uha,ᏧᎸᏫᏍᏓᏁᏗ,julvwsdanehdi,ᎦᏂᏰᎦ <span class='cloze-target'>ᏧᎸᏫᏍᏓᏁᏗ</span> ᎤᎭ.,ganiyega <span class='cloze-target'>julvwsdanehdi</span> uha,[sound:Sentence_for_entry_0908.m4a],cloze sentence entry_908
cloze_1577.1_s1_w4,Cherokee Cloze Sentences,3800,1577.1,4,4,These cantaloupes are really sweet.,ᏙᏳ ᎤᏂᎦᎾᏍᏓ ᎯᎠ <span class='cloze-blank'>______</span>.,doyu uniganasda hi’a <span class='cloze-blank'>______</span>,ᎠᏂᏩᏒᎩ,aniwsvgi,ᏙᏳ ᎤᏂᎦᎾᏍᏓ ᎯᎠ <span class='cloze-target'>ᎠᏂᏩᏒᎩ</span>.,doyu uniganasda hi’a <span class='cloze-target'>aniwsvgi</span>,[sound:Sentence_for_entry_1577.m4a],cloze sentence entry_1577
cloze_320.1_s1_w4,Cherokee Cloze Sentences,3801,320.1,4,4,Firemen use protective masks.,ᏗᏅᏜᏗᏍᎩ ᏗᎵᏍᏕᎸᏙᏗ ᏗᎵᎬᏚᎶ <span class='cloze-blank'>______</span>.,dinhdladisgi dilsdehldohdi dilgvdulo <span class='cloze-blank'>______</span>,ᏓᏅᏗᏍᎪᎢ,danhdisgo’i,ᏗᏅᏜᏗᏍᎩ ᏗᎵᏍᏕᎸᏙᏗ ᏗᎵᎬᏚᎶ <span class='cloze-target'>ᏓᏅᏗᏍᎪᎢ</span>.,dinhdladisgi dilsdehldohdi dilgvdulo <span class='cloze-target'>danhdisgo’i</span>,[sound:Sentence_for_entry_0320.m4a],cloze sentence entry_320
cloze_1816.1_s1_w3,Cherokee Cloze Sentences,3802,1816.1,3,5,Some say that locusts are good to eat.,ᎥᎴ ᎠᏃᏍᏓ <span class='cloze-blank'>______</span> ᎠᎾᏗᏍᎪ ᎢᎦᏓ.,vle anosda <span class='cloze-blank'>______</span> anadisgo igada,ᏗᎦᏰᏍᏗ,digahyesdi,ᎥᎴ ᎠᏃᏍᏓ <span class='cloze-target'>ᏗᎦᏰᏍᏗ</span> ᎠᎾᏗᏍᎪ ᎢᎦᏓ.,vle anosda <span class='cloze-target'>digahyesdi</span> anadisgo igada,[sound:Sentence_for_entry_1816.m4a],cloze sentence entry_1816
cloze_1327.1_s1_w4,Cherokee Cloze Sentences,3803,1327.1,4,4,Can someone tell me what’s happening?,ᎡᎵᏊᏍ ᎩᎶ ᏯᎩᏃᎯᏍ <span class='cloze-blank'>______</span>?,eligwus kilo yakinohis <span class='cloze-blank'>______</span>,ᏂᎦᎵᏍᏔᏅᏍᎬ,nigalstanvsgv,ᎡᎵᏊᏍ ᎩᎶ ᏯᎩᏃᎯᏍ <span class='cloze-target'>ᏂᎦᎵᏍᏔᏅᏍᎬ</span>?,eligwus kilo yakinohis <span class='cloze-target'>nigalstanvsgv</span>,[sound:Sentence_for_entry_1327.m4a],cloze sentence entry_1327
cloze_869.1_s1_w3,Cherokee Cloze Sentences,3804,869.1,3,4,The children are climbing around on an oak tree.,ᏧᏍᎦ ᏡᎬ <span class='cloze-blank'>______</span> ᏗᏂᏲᏟ.,jusga dluhgv <span class='cloze-blank'>______</span> diniyohli,ᎠᏂᎵᏙ,anilido,ᏧᏍᎦ ᏡᎬ <span class='cloze-target'>ᎠᏂᎵᏙ</span> ᏗᏂᏲᏟ.,jusga dluhgv <span class='cloze-target'>anilido</span> diniyohli,[sound:Sentence_for_entry_0869.m4a],cloze sentence entry_869
cloze_1556.1_s1_w2,Cherokee Cloze Sentences,3805,1556.1,2,4,Who would admit that he’s a hypocrite?,ᎦᎪ <span class='cloze-blank'>______</span> ᎤᏠᎾᏍᏗ ᎨᏒᎢ?,gago <span class='cloze-blank'>______</span> udlonasdi gesv’i,ᏱᎪᎯᏳᏗ,yigohiyhda,ᎦᎪ <span class='cloze-target'>ᏱᎪᎯᏳᏗ</span> ᎤᏠᎾᏍᏗ ᎨᏒᎢ?,gago <span class='cloze-target'>yigohiyhda</span> udlonasdi gesv’i,[sound:Sentence_for_entry_1556.m4a],cloze sentence entry_1556
cloze_804.1_s1_w1,Cherokee Cloze Sentences,3806,804.1,1,3,Why didn’t you come when I was calling you?,<span class='cloze-blank'>______</span> ᏂᏗᏤᏅᏓ ᏧᏫᎬᏯᏂᏍᎬ?,<span class='cloze-blank'>______</span> nidijenvda juwigvyanisgv,ᎦᏙᎲ,gadohv,<span class='cloze-target'>ᎦᏙᎲ</span> ᏂᏗᏤᏅᏓ ᏧᏫᎬᏯᏂᏍᎬ?,<span class='cloze-target'>gadohv</span> nidijenvda juwigvyanisgv,[sound:Sentence_for_entry_0804.m4a],cloze sentence entry_804
cloze_31.1_s1_w2,Cherokee Cloze Sentences,3807,31.1,2,4,When he’s getting ready to go somewhere‚ he uses a mirror.,Ꮲ <span class='cloze-blank'>______</span> ᏯᏛᏅᎢᏍᏗ ᎠᏓᎨᏍᎪᎢ.,hlv <span class='cloze-blank'>______</span> yadvnv’isdi adakesgo’i,ᎤᏪᏅᏍᏗ,uwenvsdi,Ꮲ <span class='cloze-target'>ᎤᏪᏅᏍᏗ</span> ᏯᏛᏅᎢᏍᏗ ᎠᏓᎨᏍᎪᎢ.,hlv <span class='cloze-target'>uwenvsdi</span> yadvnv’isdi adakesgo’i,[sound:Sentence_for_entry_0031.m4a],cloze sentence entry_31
cloze_1192.1_s2_w3,Cherokee Cloze Sentences,3808,1192.1,3,3,How often does he visit you?,ᎯᎳ ᎢᏳᏓᎵ <span class='cloze-blank'>______</span>?,hila iyudali <span class='cloze-blank'>______</span>,ᏣᏩᏛᎯᏙᎰᎢ,chahwahtvhidoho’i,ᎯᎳ ᎢᏳᏓᎵ <span class='cloze-target'>ᏣᏩᏛᎯᏙᎰᎢ</span>?,hila iyudali <span class='cloze-target'>chahwahtvhidoho’i</span>,[sound:Sentence_for_entry_1192_02.m4a],cloze sentence entry_1192
cloze_753.1_s1_w3,Cherokee Cloze Sentences,3809,753.1,3,5,That student works all day Saturday.,Ꮎ ᏗᏚᏠᏆᏍᎩ <span class='cloze-blank'>______</span> ᎤᏙᏓᏆᏓ ᏚᎸᏫᏍᏓᏁᎰᎢ.,na didehlohgwasgi <span class='cloze-blank'>______</span> udodagwada dulvhwisdaneho’i,ᏙᏓᏈᏕᎾ,dodagwidena,Ꮎ ᏗᏚᏠᏆᏍᎩ <span class='cloze-target'>ᏙᏓᏈᏕᎾ</span> ᎤᏙᏓᏆᏓ ᏚᎸᏫᏍᏓᏁᎰᎢ.,na didehlohgwasgi <span class='cloze-target'>dodagwidena</span> udodagwada dulvhwisdaneho’i,[sound:Sentence_for_entry_0753.m4a],cloze sentence entry_753
cloze_1770.1_s1_w3,Cherokee Cloze Sentences,3810,1770.1,3,3,Why are you in such a hurry?,ᎦᏙ ᏂᎦ <span class='cloze-blank'>______</span>?,gado niga <span class='cloze-blank'>______</span>,ᏨᏅᎦ,jvnvga,ᎦᏙ ᏂᎦ <span class='cloze-target'>ᏨᏅᎦ</span>?,gado niga <span class='cloze-target'>jvnvga</span>,[sound:Sentence_for_entry_1770.m4a],cloze sentence entry_1770
cloze_289.1_s1_w1,Cherokee Cloze Sentences,3811,289.1,1,4,He throws a ball with his right hand.,<span class='cloze-blank'>______</span> ᎬᏗ ᎤᏕᎪ ᏍᏆᏞᏍᏗ.,<span class='cloze-blank'>______</span> gvhdi udego sgwahlesdi,ᎠᎦᏘᏏ,aktisi,<span class='cloze-target'>ᎠᎦᏘᏏ</span> ᎬᏗ ᎤᏕᎪ ᏍᏆᏞᏍᏗ.,<span class='cloze-target'>aktisi</span> gvhdi udego sgwahlesdi,[sound:Sentence_for_entry_0289.m4a],cloze sentence entry_289
cloze_921.1_s1_w3,Cherokee Cloze Sentences,3812,921.1,3,4,He took some water to the workers.,ᏧᏂᎸᏫᏍᏓᏁᎯ ᎤᎾᏗᏔᏍᏗ <span class='cloze-blank'>______</span> ᎤᏁᏫᏛᎲᎢ.,junilvwsdanehi unaditasdi <span class='cloze-blank'>______</span> unehwidvhv’i,ᎠᎹ,ama,ᏧᏂᎸᏫᏍᏓᏁᎯ ᎤᎾᏗᏔᏍᏗ <span class='cloze-target'>ᎠᎹ</span> ᎤᏁᏫᏛᎲᎢ.,junilvwsdanehi unaditasdi <span class='cloze-target'>ama</span> unehwidvhv’i,[sound:Sentence_for_entry_0921.m4a],cloze sentence entry_921
cloze_460.1_s1_w2,Cherokee Cloze Sentences,3813,460.1,2,3,Stir the soup.,ᎭᏑᏴᎳ <span class='cloze-blank'>______</span> ᎤᎦᎹ.,hasuyvla <span class='cloze-blank'>______</span> ugama,Ꮎ,na,ᎭᏑᏴᎳ <span class='cloze-target'>Ꮎ</span> ᎤᎦᎹ.,hasuyvla <span class='cloze-target'>na</span> ugama,[sound:Sentence_for_entry_0460.m4a],cloze sentence entry_460
cloze_1415.1_s1_w4,Cherokee Cloze Sentences,3814,1415.1,4,5,He’s cutting wood for a heating stove.,ᎣᏏ ᎠᎦᎾᏬᎯᏍᏗ ᏗᎲᏘᏗ <span class='cloze-blank'>______</span> ᏓᏍᏆᎸᏍᎦ.,osi aganawohisdi dihvtdi <span class='cloze-blank'>______</span> dasgwalsga,ᎠᏓ,ada,ᎣᏏ ᎠᎦᎾᏬᎯᏍᏗ ᏗᎲᏘᏗ <span class='cloze-target'>ᎠᏓ</span> ᏓᏍᏆᎸᏍᎦ.,osi aganawohisdi dihvtdi <span class='cloze-target'>ada</span> dasgwalsga,[sound:Sentence_for_entry_1415.m4a],cloze sentence entry_1415
cloze_501.1_s1_w5,Cherokee Cloze Sentences,3815,501.1,5,5,I listened to him speak for ten minutes.,ᏍᎪᎯ ᎢᏳᏔᏬᏍᏔᏅ ᎢᎪᎯᏓ ᏥᏯᏛᏓᏍᏔᏅ <span class='cloze-blank'>______</span>.,sgohi iyutawostanv igohida jiyatvdastanv <span class='cloze-blank'>______</span>,ᎦᏬᏂᏍᎬᎢ,gawonisgv’i,ᏍᎪᎯ ᎢᏳᏔᏬᏍᏔᏅ ᎢᎪᎯᏓ ᏥᏯᏛᏓᏍᏔᏅ <span class='cloze-target'>ᎦᏬᏂᏍᎬᎢ</span>.,sgohi iyutawostanv igohida jiyatvdastanv <span class='cloze-target'>gawonisgv’i</span>,[sound:Sentence_for_entry_0501.m4a],cloze sentence entry_501
cloze_724.1_s1_w1,Cherokee Cloze Sentences,3816,724.1,1,3,He’s in jail at Jay.,<span class='cloze-blank'>______</span> ᏧᎾᏓᏚᏗ ᏩᏯᎠ.,<span class='cloze-blank'>______</span> jundasdudi waya’a,ᏜᏱᎬ,dlayhgv,<span class='cloze-target'>ᏜᏱᎬ</span> ᏧᎾᏓᏚᏗ ᏩᏯᎠ.,<span class='cloze-target'>dlayhgv</span> jundasdudi waya’a,[sound:Sentence_for_entry_0724.m4a],cloze sentence entry_724
cloze_933.1_s1_w3,Cherokee Cloze Sentences,3817,933.1,3,4,I have five gallons of milk.,ᎯᏍᎩ ᎢᏳᏟᎶᏓ <span class='cloze-blank'>______</span> ᏥᏅᏤᎭ.,hisgi iyuhliloda <span class='cloze-blank'>______</span> jinvjeha,ᎤᏅᏓ,unvda,ᎯᏍᎩ ᎢᏳᏟᎶᏓ <span class='cloze-target'>ᎤᏅᏓ</span> ᏥᏅᏤᎭ.,hisgi iyuhliloda <span class='cloze-target'>unvda</span> jinvjeha,[sound:Sentence_for_entry_0933.m4a],cloze sentence entry_933
cloze_625.1_s1_w3,Cherokee Cloze Sentences,3818,625.1,3,4,When it freezes‚ the roads get slippery.,ᏳᏁᏍᏓᎳᏓ ᏕᎦᏅᏅ <span class='cloze-blank'>______</span> ᏂᏕᎦᎵᏍᏗᏍᎪᎢ.,yunesdalada deganvhnv <span class='cloze-blank'>______</span> nidegalsdisgo’i,ᏓᏫᏍᎬᎯ,dawisgvhi,ᏳᏁᏍᏓᎳᏓ ᏕᎦᏅᏅ <span class='cloze-target'>ᏓᏫᏍᎬᎯ</span> ᏂᏕᎦᎵᏍᏗᏍᎪᎢ.,yunesdalada deganvhnv <span class='cloze-target'>dawisgvhi</span> nidegalsdisgo’i,[sound:Sentence_for_entry_0625.m4a],cloze sentence entry_625
cloze_663.1_s1_w3,Cherokee Cloze Sentences,3819,663.1,3,3,He went to a school for barbers.,ᏗᎾᏓᏍᏙᏰᏍᎩ ᏧᎾᏕᏠᏆᏍᏗ <span class='cloze-blank'>______</span>.,dinadasdoyesgi junadehlohgwasdi <span class='cloze-blank'>______</span>,ᏚᏕᏠᏆᎥᎢ,dudehlohgwa’v’i,ᏗᎾᏓᏍᏙᏰᏍᎩ ᏧᎾᏕᏠᏆᏍᏗ <span class='cloze-target'>ᏚᏕᏠᏆᎥᎢ</span>.,dinadasdoyesgi junadehlohgwasdi <span class='cloze-target'>dudehlohgwa’v’i</span>,[sound:Sentence_for_entry_0663.m4a],cloze sentence entry_663
cloze_405.1_s1_w1,Cherokee Cloze Sentences,3820,405.1,1,4,He withdrew his candidacy for president.,<span class='cloze-blank'>______</span> ᏱᎦᎵᏍᏗᏍᎩ ᎨᏒ ᎤᏎᏒᎲᎢ.,<span class='cloze-blank'>______</span> yigalsdisgi gesv usesvhv’i,ᎤᎬᏫᏳᎯ,ugvwiyuhi,<span class='cloze-target'>ᎤᎬᏫᏳᎯ</span> ᏱᎦᎵᏍᏗᏍᎩ ᎨᏒ ᎤᏎᏒᎲᎢ.,<span class='cloze-target'>ugvwiyuhi</span> yigalsdisgi gesv usesvhv’i,[sound:Sentence_for_entry_0405.m4a],cloze sentence entry_405
cloze_324.1_s1_w2,Cherokee Cloze Sentences,3821,324.1,2,2,Let’s trade knives.,ᎢᎾᎵᎢᏓ <span class='cloze-blank'>______</span>.,inali’ida <span class='cloze-blank'>______</span>,ᎭᏰᎵᏍᏗ,hayelsdi,ᎢᎾᎵᎢᏓ <span class='cloze-target'>ᎭᏰᎵᏍᏗ</span>.,inali’ida <span class='cloze-target'>hayelsdi</span>,[sound:Sentence_for_entry_0324.m4a],cloze sentence entry_324
cloze_520.1_s2_w2,Cherokee Cloze Sentences,3822,520.1,2,3,She picked up a pencil from the ground.,ᎡᎳᏗ <span class='cloze-blank'>______</span> ᏗᎪᏪᎶᏗ.,eladi <span class='cloze-blank'>______</span> digohwelodi,ᏩᏯ,waya,ᎡᎳᏗ <span class='cloze-target'>ᏩᏯ</span> ᏗᎪᏪᎶᏗ.,eladi <span class='cloze-target'>waya</span> digohwelodi,[sound:Sentence_for_entry_0520_02.m4a],cloze sentence entry_520
cloze_311.1_s2_w6,Cherokee Cloze Sentences,3823,311.1,6,6,If you want to go or not‚ that’s just fine.,ᏤᏅᏍᏗ ᏱᏣᏚᎵ‚ ᎠᎴ Ꮭ ᏱᎩ <span class='cloze-blank'>______</span>.,jenvsdi yijaduli ale la yigi <span class='cloze-blank'>______</span>,ᎣᏏᏊ,osigwu,ᏤᏅᏍᏗ ᏱᏣᏚᎵ‚ ᎠᎴ Ꮭ ᏱᎩ <span class='cloze-target'>ᎣᏏᏊ</span>.,jenvsdi yijaduli ale la yigi <span class='cloze-target'>osigwu</span>,[sound:Sentence_for_entry_0311_02.m4a],cloze sentence entry_311
cloze_1230.1_s1_w5,Cherokee Cloze Sentences,3824,1230.1,5,6,If the price is too high‚ I’m not going to buy the car.,ᎦᎸᎳᏗ ᏧᎬᏩᎶᏗ ᎢᎨᏎᏍᏗ Ꮭ <span class='cloze-blank'>______</span> ᏓᏆᎴᎳ.,galvldi jugvwalhdi igesesdi hla <span class='cloze-blank'>______</span> dagwalela,ᏱᏛᎩᏩᏏ,yidvkiwasi,ᎦᎸᎳᏗ ᏧᎬᏩᎶᏗ ᎢᎨᏎᏍᏗ Ꮭ <span class='cloze-target'>ᏱᏛᎩᏩᏏ</span> ᏓᏆᎴᎳ.,galvldi jugvwalhdi igesesdi hla <span class='cloze-target'>yidvkiwasi</span> dagwalela,[sound:Sentence_for_entry_1230.m4a],cloze sentence entry_1230
cloze_36.1_s1_w1,Cherokee Cloze Sentences,3825,36.1,1,4,When he heard the dog bark‚ he ran.,<span class='cloze-blank'>______</span> ᏓᏑᏫᏍᎬ ᎤᏛᎦᎾ‚ ᎤᏓᎾᏫᏍᏔᏅᎢ.,<span class='cloze-blank'>______</span> dasuhwisgv utvgana udanawstanv’i,ᎩᏟ,gihli,<span class='cloze-target'>ᎩᏟ</span> ᏓᏑᏫᏍᎬ ᎤᏛᎦᎾ‚ ᎤᏓᎾᏫᏍᏔᏅᎢ.,<span class='cloze-target'>gihli</span> dasuhwisgv utvgana udanawstanv’i,[sound:Sentence_for_entry_0036.m4a],cloze sentence entry_36
cloze_812.1_s1_w2,Cherokee Cloze Sentences,3826,812.1,2,5,Long ago‚ Cherokees helped each other through cooperative labor.,ᎪᎯᎩ <span class='cloze-blank'>______</span> ᎦᏚᎩ ᏓᎾᎵᏍᏕᎵᏍᎬ ᎠᏂᏣᎳᎩ.,gohigi <span class='cloze-blank'>______</span> gadugi danalsdelisgv anijalagi,ᏥᎨᏒ‚,jigesv,ᎪᎯᎩ <span class='cloze-target'>ᏥᎨᏒ‚</span> ᎦᏚᎩ ᏓᎾᎵᏍᏕᎵᏍᎬ ᎠᏂᏣᎳᎩ.,gohigi <span class='cloze-target'>jigesv</span> gadugi danalsdelisgv anijalagi,[sound:Sentence_for_entry_0812.m4a],cloze sentence entry_812
cloze_703.1_s1_w3,Cherokee Cloze Sentences,3827,703.1,3,4,Hand me a sharpener. I’m going to sharpen a knife.,ᏗᎬᏢᏗ ᎡᏍᎬᏏ. <span class='cloze-blank'>______</span> ᏓᎬᏢᎯ.,dikdlvhdi deskvsi <span class='cloze-blank'>______</span> dodagvhdlvhi,ᎭᏰᎵᏍᏗ,hayelsdi,ᏗᎬᏢᏗ ᎡᏍᎬᏏ. <span class='cloze-target'>ᎭᏰᎵᏍᏗ</span> ᏓᎬᏢᎯ.,dikdlvhdi deskvsi <span class='cloze-target'>hayelsdi</span> dodagvhdlvhi,[sound:Sentence_for_entry_0703.m4a],cloze sentence entry_703
cloze_515.1_s1_w3,Cherokee Cloze Sentences,3828,515.1,3,3,Sit here in the middle.,ᎠᎭᏂ ᎠᏰᏟ <span class='cloze-blank'>______</span>.,ahani ayehli <span class='cloze-blank'>______</span>,ᏦᏞᏍᏗ,johlesdi,ᎠᎭᏂ ᎠᏰᏟ <span class='cloze-target'>ᏦᏞᏍᏗ</span>.,ahani ayehli <span class='cloze-target'>johlesdi</span>,[sound:Sentence_for_entry_0515.m4a],cloze sentence entry_515
cloze_430.1_s1_w1,Cherokee Cloze Sentences,3829,430.1,1,3,Whenever you sharpen a pencil‚ it becomes shorter.,<span class='cloze-blank'>______</span> ᏱᎦᏢᎭ ᎠᏍᏆᎶᎪᎢ.,<span class='cloze-blank'>______</span> yikdlvha asgwalogo’i,ᏗᎪᏪᎶᏗ,digohwelodi,<span class='cloze-target'>ᏗᎪᏪᎶᏗ</span> ᏱᎦᏢᎭ ᎠᏍᏆᎶᎪᎢ.,<span class='cloze-target'>digohwelodi</span> yikdlvha asgwalogo’i,[sound:Sentence_for_entry_0430.m4a],cloze sentence entry_430
cloze_973.1_s1_w4,Cherokee Cloze Sentences,3830,973.1,4,4,A hammer is a carpenter’s tool.,ᎦᏅᏆᎶᏍᏗ ᏥᎩ ᏗᏁᏍᎨᏍᎩ <span class='cloze-blank'>______</span>.,ganvgwalosdi jigi dihnesgesgi <span class='cloze-blank'>______</span>,ᎤᏮᏔᏂᏓᏍᏗ,uwhtanidasdi,ᎦᏅᏆᎶᏍᏗ ᏥᎩ ᏗᏁᏍᎨᏍᎩ <span class='cloze-target'>ᎤᏮᏔᏂᏓᏍᏗ</span>.,ganvgwalosdi jigi dihnesgesgi <span class='cloze-target'>uwhtanidasdi</span>,[sound:Sentence_for_entry_0973.m4a],cloze sentence entry_973
cloze_554.1_s1_w3,Cherokee Cloze Sentences,3831,554.1,3,4,The preacher performed baptism on a cold day.,ᎤᏴᏟ ᎢᎦ <span class='cloze-blank'>______</span> ᎠᎵᏣᏙᎲᏍᎩ.,uhyvdli iga <span class='cloze-blank'>______</span> alhjadohvsgi,ᏚᏓᏬᎥ,dudawo’v,ᎤᏴᏟ ᎢᎦ <span class='cloze-target'>ᏚᏓᏬᎥ</span> ᎠᎵᏣᏙᎲᏍᎩ.,uhyvdli iga <span class='cloze-target'>dudawo’v</span> alhjadohvsgi,[sound:Sentence_for_entry_0554.m4a],cloze sentence entry_554
